# Data for black hole at x = (0.000000,0.000000,0.000000)
# with linear momentum P = (1.000000, 0.000000, 0.000000)
# in plane for z = 2.500000e-01 
# x            y              u              
#============================================
-2.500000e-01  1.750000e+00  5.317145e-02
-2.500000e-01  2.250000e+00  4.587992e-02
-2.500000e-01  2.750000e+00  3.981792e-02
-2.500000e-01  3.250000e+00  3.465495e-02
-2.500000e-01  3.750000e+00  3.007810e-02

2.500000e-01  -3.750000e+00  3.007810e-02
2.500000e-01  -3.250000e+00  3.465495e-02
2.500000e-01  -2.750000e+00  3.981792e-02
2.500000e-01  -2.250000e+00  4.587992e-02
2.500000e-01  -1.750000e+00  5.317145e-02
2.500000e-01  -1.250000e+00  6.199155e-02
2.500000e-01  -7.500000e-01  7.226094e-02
2.500000e-01  -2.500000e-01  8.192791e-02
2.500000e-01  2.500000e-01  8.192791e-02
2.500000e-01  7.500000e-01  7.226094e-02
2.500000e-01  1.250000e+00  6.199155e-02
2.500000e-01  1.750000e+00  5.317145e-02
2.500000e-01  2.250000e+00  4.587992e-02
2.500000e-01  2.750000e+00  3.981792e-02
2.500000e-01  3.250000e+00  3.465495e-02
2.500000e-01  3.750000e+00  3.007810e-02

7.500000e-01  -3.750000e+00  2.992787e-02
7.500000e-01  -3.250000e+00  3.429124e-02
7.500000e-01  -2.750000e+00  3.923175e-02
7.500000e-01  -2.250000e+00  4.501189e-02
7.500000e-01  -1.750000e+00  5.190288e-02
7.500000e-01  -1.250000e+00  6.011499e-02
7.500000e-01  -7.500000e-01  6.940425e-02
7.500000e-01  -2.500000e-01  7.745225e-02
7.500000e-01  2.500000e-01  7.745225e-02
7.500000e-01  7.500000e-01  6.940425e-02
7.500000e-01  1.250000e+00  6.011499e-02
7.500000e-01  1.750000e+00  5.190288e-02
7.500000e-01  2.250000e+00  4.501189e-02
7.500000e-01  2.750000e+00  3.923175e-02
7.500000e-01  3.250000e+00  3.429124e-02
7.500000e-01  3.750000e+00  2.992787e-02

1.250000e+00  -3.750000e+00  2.957339e-02
1.250000e+00  -3.250000e+00  3.355218e-02
1.250000e+00  -2.750000e+00  3.807042e-02
1.250000e+00  -2.250000e+00  4.329271e-02
1.250000e+00  -1.750000e+00  4.934716e-02
1.250000e+00  -1.250000e+00  5.619064e-02
1.250000e+00  -7.500000e-01  6.320108e-02
1.250000e+00  -2.500000e-01  6.834743e-02
1.250000e+00  2.500000e-01  6.834743e-02
1.250000e+00  7.500000e-01  6.320108e-02
1.250000e+00  1.250000e+00  5.619064e-02
1.250000e+00  1.750000e+00  4.934716e-02
1.250000e+00  2.250000e+00  4.329271e-02
1.250000e+00  2.750000e+00  3.807042e-02
1.250000e+00  3.250000e+00  3.355218e-02
1.250000e+00  3.750000e+00  2.957339e-02

1.750000e+00  -3.750000e+00  2.895207e-02
1.750000e+00  -3.250000e+00  3.244321e-02
1.750000e+00  -2.750000e+00  3.640165e-02
1.750000e+00  -2.250000e+00  4.088442e-02
1.750000e+00  -1.750000e+00  4.587630e-02
1.750000e+00  -1.250000e+00  5.115701e-02
1.750000e+00  -7.500000e-01  5.605765e-02
1.750000e+00  -2.500000e-01  5.924747e-02
1.750000e+00  2.500000e-01  5.924747e-02
1.750000e+00  7.500000e-01  5.605765e-02
1.750000e+00  1.250000e+00  5.115701e-02
1.750000e+00  1.750000e+00  4.587630e-02
1.750000e+00  2.250000e+00  4.088442e-02
1.750000e+00  2.750000e+00  3.640165e-02
1.750000e+00  3.250000e+00  3.244321e-02
1.750000e+00  3.750000e+00  2.895207e-02

2.250000e+00  -3.750000e+00  2.803337e-02
2.250000e+00  -3.250000e+00  3.100328e-02
2.250000e+00  -2.750000e+00  3.434648e-02
2.250000e+00  -2.250000e+00  3.803857e-02
2.250000e+00  -1.750000e+00  4.197826e-02
2.250000e+00  -1.250000e+00  4.589844e-02
2.250000e+00  -7.500000e-01  4.926647e-02
2.250000e+00  -2.500000e-01  5.129567e-02
2.250000e+00  2.500000e-01  5.129567e-02
2.250000e+00  7.500000e-01  4.926647e-02
2.250000e+00  1.250000e+00  4.589844e-02
2.250000e+00  1.750000e+00  4.197826e-02
2.250000e+00  2.250000e+00  3.803857e-02
2.250000e+00  2.750000e+00  3.434648e-02
2.250000e+00  3.250000e+00  3.100328e-02
2.250000e+00  3.750000e+00  2.803337e-02

2.750000e+00  -3.750000e+00  2.682943e-02
2.750000e+00  -3.250000e+00  2.929744e-02
2.750000e+00  -2.750000e+00  3.203943e-02
2.750000e+00  -2.250000e+00  3.498642e-02
2.750000e+00  -1.750000e+00  3.800831e-02
2.750000e+00  -1.250000e+00  4.086686e-02
2.750000e+00  -7.500000e-01  4.318878e-02
2.750000e+00  -2.500000e-01  4.452065e-02
2.750000e+00  2.500000e-01  4.452065e-02
2.750000e+00  7.500000e-01  4.318878e-02
2.750000e+00  1.250000e+00  4.086686e-02
2.750000e+00  1.750000e+00  3.800831e-02
2.750000e+00  2.250000e+00  3.498642e-02
2.750000e+00  2.750000e+00  3.203943e-02
2.750000e+00  3.250000e+00  2.929744e-02
2.750000e+00  3.750000e+00  2.682943e-02

3.250000e+00  -3.750000e+00  2.538384e-02
3.250000e+00  -3.250000e+00  2.740035e-02
3.250000e+00  -2.750000e+00  2.959622e-02
3.250000e+00  -2.250000e+00  3.188793e-02
3.250000e+00  -1.750000e+00  3.415290e-02
3.250000e+00  -1.250000e+00  3.620860e-02
3.250000e+00  -7.500000e-01  3.781160e-02
3.250000e+00  -2.500000e-01  3.870216e-02
3.250000e+00  2.500000e-01  3.870216e-02
3.250000e+00  7.500000e-01  3.781160e-02
3.250000e+00  1.250000e+00  3.620860e-02
3.250000e+00  1.750000e+00  3.415290e-02
3.250000e+00  2.250000e+00  3.188793e-02
3.250000e+00  2.750000e+00  2.959622e-02
3.250000e+00  3.250000e+00  2.740035e-02
3.250000e+00  3.750000e+00  2.538384e-02

3.750000e+00  -3.750000e+00  2.375569e-02
3.750000e+00  -3.250000e+00  2.538384e-02
3.750000e+00  -2.750000e+00  2.710304e-02
3.750000e+00  -2.250000e+00  2.883327e-02
3.750000e+00  -1.750000e+00  3.047777e-02
3.750000e+00  -1.250000e+00  3.191481e-02
3.750000e+00  -7.500000e-01  3.300028e-02
3.750000e+00  -2.500000e-01  3.359080e-02
3.750000e+00  2.500000e-01  3.359080e-02
3.750000e+00  7.500000e-01  3.300028e-02
3.750000e+00  1.250000e+00  3.191481e-02
3.750000e+00  1.750000e+00  3.047777e-02
3.750000e+00  2.250000e+00  2.883327e-02
3.750000e+00  2.750000e+00  2.710304e-02
3.750000e+00  3.250000e+00  2.538384e-02
3.750000e+00  3.750000e+00  2.375569e-02

